Gene symbol	Shprmt1 /Scrmbl	Siprmt1 /Scrmbl	ShprmtOE /Scrmbl	ShprmtOE /Shprmt1	Scrmbl	Shprmt1	Siprmt1	ShprmtOE
ALDH1A1	0.532	2.936	2.374	4.466	5.780	4.868	7.333	7.027
PEX12	0.531	0.773	0.918	1.727	2.042	1.130	1.671	1.919
SPTY2D1-AS1	0.531	0.839	0.693	1.304	2.042	1.130	1.790	1.513
HRK	0.531	0.220	1.084	2.040	3.049	2.137	0.863	3.166
SFXN1	0.531	0.702	0.839	1.579	6.279	5.367	5.769	6.026
GPR108	0.531	0.765	0.771	1.452	3.710	2.796	3.323	3.334
MGAT2	0.530	1.166	0.856	1.613	3.780	2.865	4.002	3.555
KLF2	0.530	2.672	1.998	3.768	2.254	1.339	3.671	3.252
VSIG10L	0.530	1.240	0.832	1.568	2.254	1.339	2.564	1.988
ZNF211	0.530	0.610	0.793	1.495	2.254	1.339	1.542	1.919
H2AFJ	0.530	0.721	0.669	1.262	5.527	4.611	5.054	4.947
PAPD7	0.530	0.767	0.716	1.350	6.728	5.813	6.345	6.246
APC2	0.530	0.846	0.705	1.329	3.260	2.344	3.018	2.754
CENPW	0.530	0.531	0.504	0.951	5.606	4.689	4.692	4.618
SMIM6	0.529	1.248	0.659	1.246	4.086	3.167	4.406	3.485
G0S2	0.529	2.212	4.681	8.855	3.606	2.686	4.752	5.833
SUSD6	0.528	1.888	1.078	2.041	4.683	3.763	5.600	4.792
TRIM10	0.528	1.612	1.004	1.902	2.748	1.827	3.437	2.754
ABHD8	0.528	3.034	0.894	1.693	2.748	1.827	4.350	2.586
ELOVL5	0.528	0.323	0.386	0.730	6.035	5.114	4.406	4.660
UBFD1	0.528	0.672	0.862	1.633	5.340	4.419	4.766	5.126
GYG1	0.528	0.365	0.450	0.853	5.823	4.901	4.369	4.671
MCEE	0.527	0.840	0.436	0.828	3.116	2.191	2.864	1.919
COMT	0.527	0.612	0.802	1.522	7.824	6.900	7.115	7.506
SLC39A14	0.527	0.765	1.075	2.040	6.080	5.156	5.695	6.185
TSFM	0.527	0.642	0.770	1.462	6.255	5.331	5.616	5.879
RPRD1B	0.526	0.856	0.659	1.252	5.625	4.699	5.400	5.023
PTPRN2	0.526	0.748	0.722	1.373	3.575	2.648	3.157	3.105
SMIM13	0.525	0.677	1.144	2.178	4.726	3.798	4.164	4.921
FBXO38	0.525	1.020	0.812	1.545	3.923	2.994	3.952	3.622
IRS2	0.525	0.819	0.575	1.096	6.941	6.012	6.653	6.144
CS	0.525	0.392	0.714	1.361	7.127	6.197	5.776	6.641
OST4	0.524	0.868	0.880	1.679	7.135	6.204	6.930	6.951
HNRNPAB	0.524	0.511	0.674	1.287	8.582	7.650	7.612	8.013
SNX22	0.524	0.702	0.699	1.335	8.618	7.686	8.107	8.103
COMMD6	0.524	0.855	0.719	1.372	8.333	7.400	8.107	7.856
STAT4	0.524	0.667	1.592	3.040	0.933	0.000	0.348	1.604
SLC30A4	0.524	0.810	1.203	2.298	0.933	0.000	0.629	1.200
LINC00957	0.524	1.810	1.203	2.298	0.933	0.000	1.790	1.200
VLDLR	0.524	1.382	1.203	2.298	0.933	0.000	1.400	1.200
PLXNC1	0.524	1.096	1.009	1.927	0.933	0.000	1.065	0.946
SNORA63	0.524	1.239	0.912	1.742	0.933	0.000	1.242	0.800
ULBP2	0.524	0.953	0.912	1.742	0.933	0.000	0.863	0.800
LOC101928797	0.524	0.667	0.912	1.742	0.933	0.000	0.348	0.800
FAM50B	0.524	1.096	0.815	1.556	0.933	0.000	1.065	0.638
CSMD3	0.524	0.667	0.815	1.556	0.933	0.000	0.348	0.638
PFN4	0.524	0.810	0.621	1.185	0.933	0.000	0.629	0.245
HM13-AS1	0.524	0.524	0.621	1.185	0.933	0.000	0.000	0.245
TIMP3	0.524	1.096	0.621	1.185	0.933	0.000	1.065	0.245
TXK	0.524	0.667	0.621	1.185	0.933	0.000	0.348	0.245
FOXD4	0.524	0.524	0.621	1.185	0.933	0.000	0.000	0.245
LOC101928043	0.524	0.524	0.524	1.000	0.933	0.000	0.000	0.000
SLC25A21	0.524	0.524	0.524	1.000	0.933	0.000	0.000	0.000
LOC102723704	0.524	0.524	0.524	1.000	0.933	0.000	0.000	0.000
SGCE	0.524	0.810	0.524	1.000	0.933	0.000	0.629	0.000
VLDLR-AS1	0.524	0.524	0.524	1.000	0.933	0.000	0.000	0.000
BEX1	0.524	0.524	0.524	1.000	0.933	0.000	0.000	0.000
SLC25A5	0.523	0.417	0.662	1.265	9.592	8.658	8.330	8.997
SDF2	0.523	0.946	0.773	1.476	5.891	4.957	5.811	5.519
CLDN23	0.523	1.031	1.839	3.514	1.356	0.422	1.400	2.235
PLIN5	0.523	3.591	1.260	2.407	1.356	0.422	3.200	1.689
SNORD5	0.523	1.031	1.043	1.992	1.356	0.422	1.400	1.416
GVINP1	0.523	0.497	0.463	0.885	1.356	0.422	0.348	0.245
HOXB-AS3	0.523	1.673	0.716	1.368	1.682	0.748	2.425	1.200
PHF7	0.523	0.754	0.932	1.781	1.948	1.014	1.542	1.846
STX16-NPEPL1	0.523	0.684	0.692	1.322	1.948	1.014	1.400	1.416
STK24	0.523	0.911	0.666	1.274	8.183	7.248	8.049	7.597
LINC00239	0.523	1.433	0.880	1.681	2.173	1.238	2.692	1.988
NUDT6	0.523	1.300	1.066	2.038	2.538	1.603	2.917	2.630
ZC2HC1C	0.523	1.441	0.906	1.733	2.538	1.603	3.066	2.396
USP43	0.523	1.946	1.393	2.663	2.830	1.895	3.790	3.307
BCDIN3D	0.523	0.986	0.949	1.815	2.830	1.895	2.809	2.754
TMEM242	0.523	1.015	1.032	1.972	3.179	2.244	3.200	3.224
C1orf109	0.523	0.601	0.627	1.198	3.543	2.608	2.809	2.869
TNFRSF12A	0.523	0.338	0.564	1.079	3.834	2.898	2.270	3.008
ASRGL1	0.523	1.258	1.230	2.351	4.182	3.247	4.514	4.480
HIST2H2AA4	0.523	0.715	0.394	0.754	5.049	4.113	4.565	3.706
PSMA5	0.523	0.550	0.789	1.509	5.962	5.027	5.101	5.621
THOC7	0.523	0.976	1.018	1.948	6.732	5.795	6.696	6.757
PPIB	0.522	0.704	0.696	1.334	8.617	7.679	8.111	8.095
TMA7	0.522	0.515	0.630	1.208	9.043	8.103	8.085	8.376
ABHD4	0.521	1.036	0.734	1.407	4.529	3.590	4.581	4.083
UCKL1	0.520	1.027	0.980	1.883	4.669	3.726	4.707	4.639
LEPROT	0.520	1.639	0.945	1.817	5.901	4.957	6.614	5.819
TROAP	0.520	0.649	0.606	1.166	5.514	4.571	4.891	4.792
PGAM5	0.519	0.353	0.566	1.089	6.282	5.337	4.781	5.460
NCOA1	0.519	1.832	1.314	2.530	4.829	3.884	5.702	5.223
GALNT18	0.518	0.545	0.633	1.222	2.776	1.827	1.899	2.117
PAPSS1	0.518	0.720	0.537	1.037	5.817	4.868	5.343	4.921
RPAIN	0.518	0.432	0.742	1.432	8.660	7.710	7.448	8.228
TSC22D4	0.518	1.111	0.896	1.731	4.272	3.322	4.425	4.114
EWSR1	0.518	0.549	0.676	1.307	7.387	6.437	6.522	6.822
NRAS	0.517	0.765	1.391	2.691	4.119	3.167	3.732	4.596
SAMD4B	0.517	0.879	0.742	1.434	7.070	6.118	6.884	6.639
ZFAS1	0.517	0.644	0.724	1.401	8.439	7.487	7.804	7.973
FOXP4	0.516	1.132	0.727	1.408	5.372	4.419	5.551	4.912
HOXD-AS2	0.516	0.873	0.696	1.349	2.292	1.339	2.096	1.770
DERL1	0.516	0.562	0.667	1.293	6.577	5.622	5.747	5.993
TMEM231	0.516	0.662	0.608	1.179	4.203	3.247	3.608	3.485
BEND3	0.515	0.463	0.737	1.432	3.606	2.648	2.496	3.166
MAP6D1	0.514	0.726	0.778	1.514	3.527	2.567	3.066	3.166
CLEC11A	0.514	0.278	0.793	1.543	1.848	0.887	0.000	1.513
SEP15	0.513	0.977	0.807	1.572	6.364	5.402	6.330	6.054
SQLE	0.513	0.298	0.370	0.721	6.937	5.974	5.190	5.502
SLC25A33	0.513	0.555	0.563	1.097	5.077	4.113	4.229	4.247
LINC01481	0.513	0.815	0.799	1.558	2.720	1.756	2.425	2.396
POLE2	0.512	0.760	1.382	2.697	3.260	2.295	2.864	3.727
FAM220A	0.512	1.645	0.589	1.149	4.816	3.850	5.534	4.051
CYP27B1	0.512	0.524	0.968	1.891	1.560	0.594	0.629	1.513
KANSL1-AS1	0.512	0.339	0.653	1.276	1.560	0.594	0.000	0.946
KIAA1958	0.512	2.651	1.823	3.563	2.570	1.603	3.977	3.437
CCDC9	0.512	0.448	0.361	0.706	3.158	2.191	2.001	1.689
PRSS1	0.512	0.290	0.971	1.898	3.575	2.608	1.790	3.532
ISOC1	0.512	0.689	0.839	1.641	5.901	4.934	5.362	5.648
GLRX5	0.511	0.559	0.584	1.143	8.470	7.502	7.630	7.695
HSDL1	0.511	0.855	0.629	1.232	3.834	2.865	3.608	3.166
MEMO1	0.510	0.535	0.537	1.052	3.766	2.796	2.864	2.869
PAFAH2	0.510	0.774	0.523	1.024	4.243	3.273	3.873	3.307
SCML1	0.510	1.377	2.117	4.149	2.403	1.432	2.864	3.485
HMGCR	0.510	0.627	0.568	1.114	6.441	5.470	5.769	5.626
TMEM70	0.510	0.597	0.859	1.685	5.390	4.419	4.646	5.172
TCEAL2	0.509	0.672	1.160	2.281	1.201	0.226	0.629	1.416
CSRNP3	0.509	0.791	0.919	1.806	1.201	0.226	0.863	1.079
PIR-FIGF	0.509	0.554	0.677	1.330	1.201	0.226	0.348	0.638
SNHG22	0.509	0.554	0.596	1.172	1.201	0.226	0.348	0.455
LOC100507634	0.509	0.554	0.435	0.855	1.201	0.226	0.348	0.000
RNU6-2	0.509	0.554	0.435	0.855	1.201	0.226	0.348	0.000
SNORA25	0.509	0.922	1.015	1.996	2.214	1.238	2.096	2.235
TMEM184C	0.508	0.899	1.401	2.755	3.220	2.244	3.066	3.706
C19orf54	0.508	0.742	0.754	1.483	3.543	2.567	3.112	3.135
SPTSSA	0.508	1.555	1.159	2.280	4.393	3.417	5.030	4.607
STARD3NL	0.508	0.687	0.757	1.490	5.473	4.497	4.930	5.072
TMCO3	0.508	0.694	0.603	1.186	4.646	3.669	4.120	3.916
GNAS	0.508	0.720	0.706	1.390	9.796	8.819	9.322	9.294
NFIC	0.508	1.149	0.895	1.763	7.755	6.778	7.956	7.596
PEX7	0.507	0.589	0.656	1.294	2.662	1.682	1.899	2.054
PRAF2	0.507	0.546	0.422	0.832	2.662	1.682	1.790	1.416
SPINT2	0.506	0.944	0.793	1.567	8.345	7.363	8.261	8.011
EDAR	0.506	0.730	0.948	1.873	1.996	1.014	1.542	1.919
AGAP2-AS1	0.506	0.935	0.483	0.954	1.996	1.014	1.899	0.946
DNAJB9	0.506	0.704	0.980	1.937	3.003	2.021	2.496	2.975
C2orf81	0.506	0.874	0.610	1.206	3.003	2.021	2.809	2.291
INTS4	0.506	0.718	1.006	1.989	3.591	2.608	3.112	3.600
ARSB	0.506	0.244	0.409	0.808	3.279	2.295	1.242	1.988
MTHFS	0.505	0.669	0.805	1.593	6.744	5.760	6.164	6.431
PPP1R3F	0.505	0.609	0.862	1.706	2.506	1.520	1.790	2.291
SPHAR	0.505	1.522	0.731	1.447	2.506	1.520	3.112	2.054
SCD	0.505	0.202	0.181	0.358	10.491	9.505	8.182	8.022
NUTM2A-AS1	0.505	0.617	0.740	1.466	2.881	1.895	2.186	2.446
IGFBP7	0.504	0.656	0.610	1.209	8.144	7.157	7.536	7.431
MRPL34	0.504	0.518	0.703	1.395	7.442	6.454	6.492	6.934
C11orf84	0.504	0.855	1.059	2.101	3.426	2.437	3.200	3.509
SMARCAL1	0.504	1.115	0.609	1.209	3.820	2.831	3.977	3.105
MRPL18	0.503	0.444	0.591	1.174	6.705	5.714	5.534	5.946
ARNTL	0.503	2.262	1.465	2.914	1.740	0.748	2.917	2.291
SBK1	0.503	1.828	0.531	1.055	2.330	1.339	3.200	1.416
HMGN1	0.503	0.539	0.734	1.459	7.614	6.622	6.722	7.168
KLK10	0.502	1.429	1.253	2.494	4.809	3.816	5.324	5.134
PNRC1	0.502	1.846	0.763	1.520	5.230	4.236	6.114	4.839
SERTAD2	0.501	1.847	0.945	1.883	4.912	3.917	5.797	4.830
C15orf61	0.501	0.538	0.568	1.134	6.747	5.750	5.853	5.932
ORC6	0.501	0.598	0.801	1.599	5.579	4.581	4.837	5.258
ST7-AS1	0.501	1.335	1.631	3.258	2.601	1.603	3.018	3.307
GATM	0.500	1.717	1.550	3.101	5.209	4.209	5.989	5.842
WRNIP1	0.500	1.041	0.869	1.739	4.348	3.347	4.406	4.145
ANKS1B	0.498	1.996	1.337	2.684	1.427	0.422	2.425	1.846
FAM177B	0.498	1.996	1.061	2.130	1.427	0.422	2.425	1.513
UNC13D	0.498	0.778	0.854	1.715	1.427	0.422	1.065	1.200
ERICH2	0.498	1.692	0.510	1.023	1.427	0.422	2.186	0.455
LOC101929057	0.498	0.487	0.972	1.951	2.438	1.432	1.400	2.396
HLA-F	0.498	6.694	3.416	6.859	3.443	2.437	6.186	5.216
SNX15	0.498	1.017	0.823	1.653	3.766	2.760	3.790	3.485
IFT52	0.498	0.713	0.470	0.943	4.030	3.024	3.542	2.940
C5orf15	0.497	1.523	1.462	2.939	6.368	5.361	6.975	6.916
FAM214B	0.497	0.703	0.768	1.545	3.575	2.567	3.066	3.195
LHFPL3-AS2	0.497	0.760	0.572	1.151	3.971	2.963	3.576	3.166
LBHD1	0.497	0.555	0.723	1.455	7.110	6.100	6.260	6.641
KDELC2	0.497	1.465	1.361	2.739	2.691	1.682	3.243	3.135
MAPT	0.496	0.752	0.603	1.216	2.907	1.895	2.496	2.177
CHMP5	0.496	1.491	1.596	3.221	5.673	4.661	6.250	6.348
BHLHE40	0.496	1.927	0.828	1.670	4.562	3.549	5.508	4.288
LOC154761	0.495	0.954	0.443	0.895	2.254	1.238	2.186	1.079
C11orf98	0.495	0.562	0.736	1.489	7.061	6.046	6.229	6.620
PCIF1	0.494	0.501	0.747	1.512	2.538	1.520	1.542	2.117
NDUFC1	0.494	0.607	0.692	1.402	7.546	6.527	6.827	7.015
C14orf1	0.494	0.482	0.612	1.240	6.119	5.100	5.066	5.410
SLC25A42	0.493	0.864	0.715	1.449	2.776	1.756	2.564	2.291
WDR19	0.493	0.744	0.525	1.064	2.776	1.756	2.349	1.846
MAP1LC3B	0.493	0.685	0.621	1.259	6.001	4.981	5.455	5.313
PPIL3	0.493	1.116	0.767	1.555	3.983	2.963	4.142	3.600
BET1	0.492	0.635	1.011	2.058	4.018	2.994	3.362	4.035
POGZ	0.492	1.377	0.928	1.888	5.020	3.995	5.482	4.912
ZNF534	0.491	0.799	0.649	1.321	5.695	4.670	5.372	5.072
ST20	0.491	0.444	0.590	1.202	5.421	4.396	4.250	4.660
BISPR	0.490	5.845	3.581	7.304	1.028	0.000	3.576	2.869
COL20A1	0.490	0.758	1.763	3.596	1.028	0.000	0.629	1.846
MTMR7	0.490	1.160	1.399	2.854	1.028	0.000	1.242	1.513
SOX18	0.490	0.892	1.127	2.298	1.028	0.000	0.863	1.200
C5AR1	0.490	1.561	1.036	2.112	1.028	0.000	1.671	1.079
PPP1R14C	0.490	0.490	1.036	2.112	1.028	0.000	0.000	1.079
ABHD11-AS1	0.490	2.097	0.945	1.927	1.028	0.000	2.096	0.946
FBLN5	0.490	1.427	0.854	1.742	1.028	0.000	1.542	0.800
CPLX2	0.490	0.758	0.854	1.742	1.028	0.000	0.629	0.800
MAGEA4	0.490	0.624	0.854	1.742	1.028	0.000	0.348	0.800
IQCD	0.490	0.892	0.763	1.556	1.028	0.000	0.863	0.638
TTLL13P	0.490	0.758	0.672	1.371	1.028	0.000	0.629	0.455
WFDC1	0.490	0.490	0.672	1.371	1.028	0.000	0.000	0.455
CACNA1H	0.490	0.758	0.581	1.185	1.028	0.000	0.629	0.245
VMO1	0.490	0.624	0.581	1.185	1.028	0.000	0.348	0.245
NKX3-2	0.490	0.490	0.581	1.185	1.028	0.000	0.000	0.245
CLGN	0.490	0.624	0.581	1.185	1.028	0.000	0.348	0.245
NDP	0.490	0.490	0.581	1.185	1.028	0.000	0.000	0.245
SLC16A7	0.490	0.490	0.490	1.000	1.028	0.000	0.000	0.000
LINC01070	0.490	0.892	0.490	1.000	1.028	0.000	0.863	0.000
KLF7	0.490	0.490	0.490	1.000	1.028	0.000	0.000	0.000
LEF1	0.490	1.293	0.490	1.000	1.028	0.000	1.400	0.000
IRAK1BP1	0.490	2.276	1.529	3.119	1.623	0.594	2.809	2.235
SP140	0.490	0.679	1.348	2.750	1.623	0.594	1.065	2.054
RNU6-2	0.490	0.945	0.746	1.522	1.623	0.594	1.542	1.200
CACNA1B	0.490	1.171	0.513	1.046	2.042	1.014	2.270	1.079
ANKRD29	0.490	1.395	1.238	2.526	2.632	1.603	3.112	2.940
SLC2A10	0.490	1.280	1.142	2.330	3.220	2.191	3.576	3.412
GNE	0.490	1.885	1.031	2.104	3.511	2.482	4.425	3.555
C7orf31	0.490	1.423	0.976	1.991	3.860	2.831	4.369	3.824
ZNRF2	0.490	1.001	1.392	2.840	4.140	3.112	4.142	4.618
PSMC3IP	0.490	0.678	0.748	1.525	5.142	4.113	4.581	4.723
NIP7	0.490	0.531	0.725	1.480	5.621	4.591	4.707	5.157
FLJ44635	0.489	0.619	0.605	1.237	6.490	5.459	5.797	5.766
LSM5	0.489	0.816	0.898	1.839	7.112	6.079	6.820	6.958
RBM42	0.488	0.304	0.736	1.508	3.116	2.080	1.400	2.673
TUBB3	0.487	0.131	0.374	0.768	2.931	1.895	0.000	1.513
POLR2B	0.487	0.692	0.692	1.421	7.954	6.916	7.423	7.423
PCNA	0.487	0.660	0.811	1.665	7.411	6.373	6.813	7.109
SDHD	0.487	1.157	0.911	1.871	4.233	3.194	4.443	4.099
PSMG2	0.487	0.736	0.777	1.596	6.301	5.262	5.860	5.937
PRR3	0.486	1.410	1.183	2.432	2.472	1.432	2.968	2.714
WDR53	0.486	1.100	0.466	0.959	3.336	2.295	3.473	2.235
ST20-MTHFS	0.485	0.666	0.803	1.655	6.739	5.695	6.153	6.422
SDCCAG3	0.485	0.407	0.829	1.710	6.441	5.396	5.146	6.170
F2RL1	0.484	1.379	0.884	1.824	4.213	3.167	4.677	4.035
C19orf52	0.484	0.951	0.611	1.262	4.809	3.763	4.737	4.099
CLDND1	0.484	0.969	0.760	1.570	3.807	2.760	3.761	3.412
AHRR	0.484	1.626	1.517	3.134	1.795	0.748	2.496	2.396
CAV1	0.483	0.411	0.484	1.002	5.014	3.964	3.732	3.968
PSMD10	0.483	0.844	0.803	1.662	4.967	3.917	4.722	4.650
SLC25A51	0.483	0.476	0.803	1.663	3.072	2.021	2.001	2.754
RNASEK	0.483	0.977	0.721	1.495	6.842	5.791	6.809	6.371
GLOD4	0.483	0.670	0.612	1.268	5.481	4.430	4.904	4.772
NUDCD2	0.482	0.926	0.795	1.650	5.539	4.486	5.428	5.208
TSPAN15	0.482	1.150	0.940	1.951	4.108	3.054	4.310	4.018
MAP3K10	0.482	1.598	0.772	1.603	2.292	1.238	2.968	1.919
DTX3	0.482	0.749	1.175	2.440	1.281	0.226	0.863	1.513
C9orf43	0.482	0.412	0.564	1.172	1.281	0.226	0.000	0.455
TLX3	0.482	0.636	0.412	0.855	1.281	0.226	0.629	0.000
PDIA5	0.481	1.197	0.848	1.761	5.168	4.113	5.428	4.930
FDFT1	0.481	0.427	0.378	0.787	7.882	6.826	6.653	6.480
MYL6B	0.481	0.895	0.680	1.416	5.659	4.601	5.499	5.103
AKR1B10	0.480	0.770	5.059	10.534	4.802	3.744	4.425	7.141
TRIT1	0.480	1.013	0.935	1.946	5.254	4.196	5.274	5.157
TCEB1	0.480	0.662	0.872	1.817	6.086	5.027	5.491	5.888
AMZ2	0.480	0.761	0.626	1.304	5.885	4.825	5.491	5.208
MEAF6	0.480	0.735	0.597	1.244	5.953	4.893	5.508	5.208
MAPK11	0.479	0.684	0.451	0.942	1.948	0.887	1.400	0.800
C1QBP	0.479	0.397	0.707	1.475	8.640	7.578	7.309	8.139
CLP1	0.479	0.791	0.734	1.534	4.480	3.417	4.142	4.035
TSPYL4	0.479	0.525	1.078	2.251	3.200	2.137	2.270	3.307
FHIT	0.478	0.809	0.820	1.715	2.403	1.339	2.096	2.117
FGFRL1	0.477	0.763	0.680	1.426	4.263	3.194	3.873	3.706
CMTM4	0.477	0.307	0.588	1.235	5.995	4.926	4.290	5.230
DHRS7	0.477	0.895	0.614	1.289	6.279	5.210	6.120	5.577
CDC26	0.476	1.333	0.962	2.020	3.935	2.865	4.350	3.880
TMEM39B	0.476	0.341	0.586	1.231	4.182	3.112	2.629	3.412
ADCY9	0.475	2.023	0.819	1.723	2.830	1.756	3.846	2.541
CHST7	0.475	1.378	0.960	2.019	2.506	1.432	2.968	2.446
FANCF	0.475	0.878	0.628	1.322	2.087	1.014	1.899	1.416
APH1B	0.475	1.328	0.497	1.046	2.087	1.014	2.496	1.079
SCARNA8	0.475	0.355	0.552	1.162	1.495	0.422	0.000	0.638
SLC27A5	0.474	0.587	0.576	1.214	4.130	3.054	3.362	3.334
CLCN6	0.473	0.425	0.480	1.013	2.907	1.827	1.671	1.846
NUS1	0.473	0.628	0.740	1.564	4.402	3.322	3.732	3.968
ZNF746	0.473	0.615	0.482	1.020	3.766	2.686	3.066	2.714
TMEM158	0.473	0.525	0.379	0.801	2.601	1.520	1.671	1.200
RNF130	0.473	1.145	0.895	1.895	4.075	2.994	4.270	3.916
MRPS28	0.473	0.805	0.774	1.639	4.075	2.994	3.761	3.706
ARPC1A	0.473	0.630	0.712	1.506	7.265	6.184	6.598	6.774
COL1A1	0.472	1.569	0.975	2.066	2.214	1.130	2.864	2.177
PPIAL4A	0.472	0.451	0.615	1.304	2.214	1.130	1.065	1.513
PHKA2-AS1	0.472	0.981	0.615	1.304	2.214	1.130	2.186	1.513
LMBRD1	0.472	1.055	0.843	1.787	4.108	3.024	4.186	3.861
KISS1R	0.470	2.183	1.236	2.627	1.682	0.594	2.809	1.988
LOC101929089	0.470	0.737	0.774	1.645	1.682	0.594	1.242	1.312
CMC2	0.470	0.882	0.781	1.661	5.099	4.011	4.917	4.743
ADPGK	0.470	0.878	0.946	2.013	6.047	4.957	5.860	5.967
C9orf40	0.470	0.768	0.865	1.841	4.053	2.963	3.671	3.843
STPG1	0.469	1.231	1.157	2.467	2.330	1.238	2.629	2.541
ADM2	0.469	1.611	1.047	2.232	2.330	1.238	3.018	2.396
DUSP1	0.469	1.502	1.010	2.153	2.330	1.238	2.917	2.345
C3orf18	0.469	0.633	0.494	1.053	2.330	1.238	1.671	1.312
MANF	0.469	0.341	0.553	1.180	8.666	7.573	7.115	7.811
USP2-AS1	0.469	0.306	0.417	0.890	2.776	1.682	1.065	1.513
SUN1	0.468	0.810	0.770	1.644	6.035	4.942	5.732	5.658
SMIM19	0.468	1.191	0.850	1.816	3.621	2.525	3.873	3.386
MYL12B	0.468	1.013	0.818	1.748	8.900	7.803	8.918	8.609
CEBPG	0.468	1.012	1.202	2.569	5.345	4.249	5.362	5.610
MSMO1	0.468	0.287	0.319	0.683	5.776	4.680	3.977	4.129
NT5E	0.468	0.489	0.402	0.860	4.822	3.726	3.790	3.509
IMMP1L	0.467	0.672	0.770	1.649	4.182	3.083	3.608	3.805
DUSP11	0.467	1.031	1.026	2.198	4.030	2.931	4.074	4.067
NLK	0.467	1.404	1.206	2.583	3.860	2.760	4.350	4.129
RTKN2	0.467	1.154	1.378	2.953	3.666	2.567	3.873	4.129
C19orf57	0.467	0.855	0.497	1.064	2.856	1.756	2.629	1.846
PFN1	0.467	0.436	0.716	1.535	8.478	7.378	7.279	7.995
UTP6	0.466	0.556	1.068	2.291	5.412	4.312	4.565	5.508
OARD1	0.466	1.153	0.959	2.060	4.375	3.273	4.581	4.316
CYP51A1	0.466	0.629	0.553	1.187	7.029	5.926	6.359	6.174
SEC61B	0.465	0.563	0.634	1.364	7.078	5.974	6.250	6.422
MEF2D	0.465	0.796	0.600	1.291	4.755	3.650	4.425	4.018
ABCD4	0.465	0.945	1.065	2.290	3.752	2.648	3.671	3.843
TPBG	0.465	1.112	1.098	2.363	2.538	1.432	2.692	2.673
RACGAP1	0.464	0.616	0.951	2.048	4.796	3.688	4.097	4.723
C4BPB	0.464	0.456	0.808	1.744	1.996	0.887	0.863	1.689
MYL12A	0.463	1.055	0.801	1.728	7.788	6.678	7.865	7.467
IARS	0.463	0.526	0.822	1.775	5.790	4.680	4.864	5.508
C3orf52	0.463	0.690	1.238	2.675	2.632	1.520	2.096	2.940
TRIP13	0.462	0.707	0.772	1.673	5.833	4.718	5.333	5.460
PGRMC1	0.461	1.050	0.687	1.490	6.575	5.459	6.646	6.034
NFIB	0.461	1.395	0.771	1.672	2.720	1.603	3.200	2.345
LOC642361	0.461	0.852	0.652	1.413	2.131	1.014	1.899	1.513
LINC00526	0.461	0.587	1.230	2.669	1.117	0.000	0.348	1.416
UNC5A	0.461	1.845	1.145	2.483	1.117	0.000	2.001	1.312
TRPV3	0.461	1.719	1.059	2.298	1.117	0.000	1.899	1.200
DDX3Y	0.461	0.587	0.888	1.927	1.117	0.000	0.348	0.946
ENO1-AS1	0.461	0.461	0.632	1.371	1.117	0.000	0.000	0.455
FTCDNL1	0.461	0.838	0.632	1.371	1.117	0.000	0.863	0.455
TEX29	0.461	0.461	0.461	1.000	1.117	0.000	0.000	0.000
SNORA48	0.461	0.587	0.461	1.000	1.117	0.000	0.348	0.000
TMEM55A	0.461	0.964	0.461	1.000	1.117	0.000	1.065	0.000
ANGEL1	0.461	0.595	0.632	1.373	3.766	2.648	3.018	3.105
TEAD3	0.460	1.261	1.136	2.469	4.789	3.669	5.123	4.973
SLC44A3	0.460	0.525	0.362	0.788	4.538	3.417	3.608	3.073
CIPC	0.459	0.817	0.809	1.760	4.053	2.931	3.761	3.747
PCSK7	0.459	0.604	0.726	1.579	4.955	3.833	4.229	4.492
HIST1H2BH	0.459	0.725	0.482	1.050	2.254	1.130	1.790	1.200
GPN3	0.458	0.825	0.735	1.604	4.151	3.024	3.873	3.706
UBE2W	0.457	1.835	1.488	3.253	2.367	1.238	3.243	2.940
MCF2L-AS1	0.457	0.458	0.625	1.367	2.367	1.238	1.242	1.689
C14orf28	0.457	1.244	1.332	2.915	1.356	0.226	1.671	1.770
CARF	0.457	2.204	1.188	2.598	1.356	0.226	2.496	1.604
YBX2	0.457	2.204	0.825	1.806	1.356	0.226	2.496	1.079
TRAPPC2B	0.457	0.627	0.353	0.772	3.738	2.608	3.066	2.235
SLBP	0.457	0.771	0.574	1.256	5.430	4.299	5.054	4.628
METTL17	0.457	0.707	0.961	2.105	5.443	4.312	4.943	5.385
EXOSC3	0.456	0.462	0.781	1.712	4.272	3.140	3.157	3.916
TBX15	0.454	1.410	2.010	4.424	2.570	1.432	3.066	3.578
LRRC37B	0.454	1.686	0.855	1.882	2.570	1.432	3.323	2.345
MRPL45	0.454	0.517	0.644	1.418	6.960	5.822	6.008	6.325
GK	0.454	1.913	1.533	3.376	1.560	0.422	2.496	2.177
LOC81691	0.454	0.895	1.282	2.822	1.560	0.422	1.400	1.919
ZNF230	0.454	2.191	0.716	1.577	1.560	0.422	2.692	1.079
HRASLS	0.454	0.802	0.465	1.023	1.560	0.422	1.242	0.455
FAM149B1	0.453	0.848	1.330	2.934	2.662	1.520	2.425	3.073
CCDC53	0.453	1.228	1.058	2.335	3.279	2.137	3.576	3.360
PSMA1	0.453	0.587	0.613	1.354	6.486	5.343	5.717	5.780
PRR7	0.452	0.864	0.487	1.076	3.752	2.608	3.542	2.714
